institution_cat,industry_cat,grad_cohort,horizon,emp_instate_,emp_n_,SI_by_cohort,state
ASU,Agriculture,2004,1,37,44,.84090906,AZ
ASU,Agriculture,2004,5,17,32,.53125,AZ
ASU,Agriculture,2004,10,17,46,.36956522,AZ
ASU,Agriculture,2007,1,7,15,.46666667,AZ
ASU,Agriculture,2007,5,8,18,.44444445,AZ
ASU,Agriculture,2007,10,11,22,.5,AZ
ASU,Agriculture,2010,1,13,47,.27659574,AZ
ASU,Agriculture,2010,5,18,44,.40909091,AZ
ASU,Agriculture,2010,10,18,50,.36000001,AZ
ASU,Agriculture,2013,1,13,52,.25,AZ
ASU,Agriculture,2013,5,17,64,.265625,AZ
ASU,Agriculture,2013,10,,,,AZ
ASU,Agriculture,2016,1,19,67,.28358209,AZ
ASU,Agriculture,2016,5,25,73,.34246576,AZ
ASU,Agriculture,2016,10,,,,AZ
ASU,Agriculture,2019,1,21,106,.1981132,AZ
ASU,Agriculture,2019,5,,,,AZ
ASU,Agriculture,2019,10,,,,AZ
ASU,Mining,2004,1,13,20,.64999998,AZ
ASU,Mining,2004,5,20,35,.5714286,AZ
ASU,Mining,2004,10,22,35,.62857145,AZ
ASU,Mining,2007,1,10,19,.52631581,AZ
ASU,Mining,2007,5,12,18,.66666669,AZ
ASU,Mining,2007,10,6,12,.5,AZ
ASU,Mining,2010,1,30,58,.51724136,AZ
ASU,Mining,2010,5,24,42,.5714286,AZ
ASU,Mining,2010,10,22,49,.44897959,AZ
ASU,Mining,2013,1,13,37,.35135135,AZ
ASU,Mining,2013,5,22,39,.56410259,AZ
ASU,Mining,2013,10,,,,AZ
ASU,Mining,2016,1,36,64,.5625,AZ
ASU,Mining,2016,5,34,55,.61818182,AZ
ASU,Mining,2016,10,,,,AZ
ASU,Mining,2019,1,27,47,.57446808,AZ
ASU,Mining,2019,5,,,,AZ
ASU,Mining,2019,10,,,,AZ
ASU,Utilities,2004,1,137,147,.9319728,AZ
ASU,Utilities,2004,5,191,207,.92270529,AZ
ASU,Utilities,2004,10,222,244,.90983605,AZ
ASU,Utilities,2007,1,36,42,.85714287,AZ
ASU,Utilities,2007,5,53,62,.85483873,AZ
ASU,Utilities,2007,10,61,69,.884058,AZ
ASU,Utilities,2010,1,133,145,.91724139,AZ
ASU,Utilities,2010,5,212,240,.88333333,AZ
ASU,Utilities,2010,10,236,272,.86764705,AZ
ASU,Utilities,2013,1,203,220,.92272729,AZ
ASU,Utilities,2013,5,259,279,.9283154,AZ
ASU,Utilities,2013,10,,,,AZ
ASU,Utilities,2016,1,175,221,.79185522,AZ
ASU,Utilities,2016,5,234,283,.82685512,AZ
ASU,Utilities,2016,10,,,,AZ
ASU,Utilities,2019,1,183,237,.77215189,AZ
ASU,Utilities,2019,5,,,,AZ
ASU,Utilities,2019,10,,,,AZ
ASU,Construction,2004,1,761,913,.83351588,AZ
ASU,Construction,2004,5,428,620,.69032258,AZ
ASU,Construction,2004,10,359,594,.60437709,AZ
ASU,Construction,2007,1,116,162,.71604937,AZ
ASU,Construction,2007,5,107,196,.54591835,AZ
ASU,Construction,2007,10,143,229,.62445414,AZ
ASU,Construction,2010,1,399,592,.67398649,AZ
ASU,Construction,2010,5,427,728,.58653843,AZ
ASU,Construction,2010,10,506,834,.60671461,AZ
ASU,Construction,2013,1,449,706,.63597733,AZ
ASU,Construction,2013,5,526,882,.59637189,AZ
ASU,Construction,2013,10,,,,AZ
ASU,Construction,2016,1,574,923,.62188518,AZ
ASU,Construction,2016,5,677,1098,.6165756,AZ
ASU,Construction,2016,10,,,,AZ
ASU,Construction,2019,1,761,1240,.61370969,AZ
ASU,Construction,2019,5,,,,AZ
ASU,Construction,2019,10,,,,AZ
ASU,Manufacturing,2004,1,970,1342,.7228018,AZ
ASU,Manufacturing,2004,5,927,1401,.66167021,AZ
ASU,Manufacturing,2004,10,851,1438,.59179413,AZ
ASU,Manufacturing,2007,1,226,373,.60589814,AZ
ASU,Manufacturing,2007,5,282,575,.4904348,AZ
ASU,Manufacturing,2007,10,282,517,.54545456,AZ
ASU,Manufacturing,2010,1,985,1488,.66196239,AZ
ASU,Manufacturing,2010,5,1062,1789,.59362775,AZ
ASU,Manufacturing,2010,10,1050,1775,.59154928,AZ
ASU,Manufacturing,2013,1,1201,1897,.63310492,AZ
ASU,Manufacturing,2013,5,1406,2248,.62544483,AZ
ASU,Manufacturing,2013,10,,,,AZ
ASU,Manufacturing,2016,1,1721,2609,.65963972,AZ
ASU,Manufacturing,2016,5,1738,2875,.60452175,AZ
ASU,Manufacturing,2016,10,,,,AZ
ASU,Manufacturing,2019,1,1786,2935,.60851789,AZ
ASU,Manufacturing,2019,5,,,,AZ
ASU,Manufacturing,2019,10,,,,AZ
ASU,Wholesale,2004,1,585,785,.74522293,AZ
ASU,Wholesale,2004,5,560,867,.64590544,AZ
ASU,Wholesale,2004,10,502,905,.55469614,AZ
ASU,Wholesale,2007,1,176,257,.68482488,AZ
ASU,Wholesale,2007,5,175,339,.51622421,AZ
ASU,Wholesale,2007,10,170,318,.5345912,AZ
ASU,Wholesale,2010,1,570,840,.6785714,AZ
ASU,Wholesale,2010,5,548,1017,.5388397,AZ
ASU,Wholesale,2010,10,593,1066,.5562852,AZ
ASU,Wholesale,2013,1,590,1017,.58013767,AZ
ASU,Wholesale,2013,5,584,1081,.54024053,AZ
ASU,Wholesale,2013,10,,,,AZ
ASU,Wholesale,2016,1,634,1161,.54608095,AZ
ASU,Wholesale,2016,5,793,1439,.55107713,AZ
ASU,Wholesale,2016,10,,,,AZ
ASU,Wholesale,2019,1,761,1423,.53478569,AZ
ASU,Wholesale,2019,5,,,,AZ
ASU,Wholesale,2019,10,,,,AZ
ASU,Retail,2004,1,1249,1535,.81368077,AZ
ASU,Retail,2004,5,789,1189,.66358286,AZ
ASU,Retail,2004,10,587,1024,.57324219,AZ
ASU,Retail,2007,1,518,642,.80685359,AZ
ASU,Retail,2007,5,310,572,.54195803,AZ
ASU,Retail,2007,10,228,431,.52900231,AZ
ASU,Retail,2010,1,1756,2197,.79927176,AZ
ASU,Retail,2010,5,1046,1641,.63741618,AZ
ASU,Retail,2010,10,772,1314,.58751905,AZ
ASU,Retail,2013,1,1688,2286,.73840767,AZ
ASU,Retail,2013,5,1052,1716,.61305362,AZ
ASU,Retail,2013,10,,,,AZ
ASU,Retail,2016,1,1530,2290,.66812229,AZ
ASU,Retail,2016,5,1081,1794,.6025641,AZ
ASU,Retail,2016,10,,,,AZ
ASU,Retail,2019,1,1852,2807,.65977913,AZ
ASU,Retail,2019,5,,,,AZ
ASU,Retail,2019,10,,,,AZ
ASU,Transportation,2004,1,248,325,.7630769,AZ
ASU,Transportation,2004,5,212,348,.60919541,AZ
ASU,Transportation,2004,10,171,344,.49709302,AZ
ASU,Transportation,2007,1,92,129,.71317828,AZ
ASU,Transportation,2007,5,91,163,.5582822,AZ
ASU,Transportation,2007,10,88,157,.56050956,AZ
ASU,Transportation,2010,1,374,522,.71647507,AZ
ASU,Transportation,2010,5,313,602,.51993358,AZ
ASU,Transportation,2010,10,369,662,.55740184,AZ
ASU,Transportation,2013,1,421,623,.67576241,AZ
ASU,Transportation,2013,5,484,859,.56344587,AZ
ASU,Transportation,2013,10,,,,AZ
ASU,Transportation,2016,1,525,864,.6076389,AZ
ASU,Transportation,2016,5,585,1110,.52702701,AZ
ASU,Transportation,2016,10,,,,AZ
ASU,Transportation,2019,1,906,1373,.6598689,AZ
ASU,Transportation,2019,5,,,,AZ
ASU,Transportation,2019,10,,,,AZ
ASU,Information,2004,1,463,666,.6951952,AZ
ASU,Information,2004,5,368,668,.55089819,AZ
ASU,Information,2004,10,386,780,.4948718,AZ
ASU,Information,2007,1,114,170,.67058825,AZ
ASU,Information,2007,5,170,338,.5029586,AZ
ASU,Information,2007,10,151,318,.47484276,AZ
ASU,Information,2010,1,571,851,.67097533,AZ
ASU,Information,2010,5,636,1291,.49264136,AZ
ASU,Information,2010,10,609,1306,.46630934,AZ
ASU,Information,2013,1,768,1200,.63999999,AZ
ASU,Information,2013,5,688,1422,.48382559,AZ
ASU,Information,2013,10,,,,AZ
ASU,Information,2016,1,777,1392,.55818963,AZ
ASU,Information,2016,5,833,1701,.48971194,AZ
ASU,Information,2016,10,,,,AZ
ASU,Information,2019,1,721,1504,.4793883,AZ
ASU,Information,2019,5,,,,AZ
ASU,Information,2019,10,,,,AZ
ASU,Finance,2004,1,1960,2303,.85106385,AZ
ASU,Finance,2004,5,1508,2011,.74987566,AZ
ASU,Finance,2004,10,1380,2019,.68350667,AZ
ASU,Finance,2007,1,538,664,.81024098,AZ
ASU,Finance,2007,5,557,769,.72431731,AZ
ASU,Finance,2007,10,557,776,.71778351,AZ
ASU,Finance,2010,1,1866,2243,.83192152,AZ
ASU,Finance,2010,5,2049,2709,.75636768,AZ
ASU,Finance,2010,10,1956,2691,.72686732,AZ
ASU,Finance,2013,1,2063,2544,.81092769,AZ
ASU,Finance,2013,5,2248,3027,.7426495,AZ
ASU,Finance,2013,10,,,,AZ
ASU,Finance,2016,1,2158,2910,.74158078,AZ
ASU,Finance,2016,5,2348,3393,.69201297,AZ
ASU,Finance,2016,10,,,,AZ
ASU,Finance,2019,1,2296,3300,.69575757,AZ
ASU,Finance,2019,5,,,,AZ
ASU,Finance,2019,10,,,,AZ
ASU,Real Estate,2004,1,447,522,.85632181,AZ
ASU,Real Estate,2004,5,319,418,.7631579,AZ
ASU,Real Estate,2004,10,274,395,.69367087,AZ
ASU,Real Estate,2007,1,90,117,.76923078,AZ
ASU,Real Estate,2007,5,108,156,.69230771,AZ
ASU,Real Estate,2007,10,123,174,.70689654,AZ
ASU,Real Estate,2010,1,406,510,.79607844,AZ
ASU,Real Estate,2010,5,402,589,.68251276,AZ
ASU,Real Estate,2010,10,391,577,.677643,AZ
ASU,Real Estate,2013,1,445,593,.75042158,AZ
ASU,Real Estate,2013,5,462,662,.69788522,AZ
ASU,Real Estate,2013,10,,,,AZ
ASU,Real Estate,2016,1,490,675,.72592592,AZ
ASU,Real Estate,2016,5,467,692,.67485547,AZ
ASU,Real Estate,2016,10,,,,AZ
ASU,Real Estate,2019,1,465,735,.63265306,AZ
ASU,Real Estate,2019,5,,,,AZ
ASU,Real Estate,2019,10,,,,AZ
ASU,Professional Services,2004,1,1768,2302,.76802778,AZ
ASU,Professional Services,2004,5,1447,2378,.60849452,AZ
ASU,Professional Services,2004,10,1290,2493,.51744884,AZ
ASU,Professional Services,2007,1,453,626,.72364217,AZ
ASU,Professional Services,2007,5,495,980,.50510204,AZ
ASU,Professional Services,2007,10,549,1041,.52737755,AZ
ASU,Professional Services,2010,1,1776,2530,.7019763,AZ
ASU,Professional Services,2010,5,1867,3455,.54037625,AZ
ASU,Professional Services,2010,10,1852,3627,.51061481,AZ
ASU,Professional Services,2013,1,2344,3440,.68139535,AZ
ASU,Professional Services,2013,5,2425,4316,.56186283,AZ
ASU,Professional Services,2013,10,,,,AZ
ASU,Professional Services,2016,1,2715,4327,.62745553,AZ
ASU,Professional Services,2016,5,2608,5122,.50917608,AZ
ASU,Professional Services,2016,10,,,,AZ
ASU,Professional Services,2019,1,3185,5496,.57951236,AZ
ASU,Professional Services,2019,5,,,,AZ
ASU,Professional Services,2019,10,,,,AZ
ASU,Management,2004,1,221,293,.7542662,AZ
ASU,Management,2004,5,263,368,.71467394,AZ
ASU,Management,2004,10,283,466,.60729611,AZ
ASU,Management,2007,1,79,98,.80612242,AZ
ASU,Management,2007,5,87,133,.65413535,AZ
ASU,Management,2007,10,81,117,.69230771,AZ
ASU,Management,2010,1,287,359,.79944289,AZ
ASU,Management,2010,5,336,485,.69278353,AZ
ASU,Management,2010,10,318,550,.5781818,AZ
ASU,Management,2013,1,320,463,.6911447,AZ
ASU,Management,2013,5,381,588,.64795917,AZ
ASU,Management,2013,10,,,,AZ
ASU,Management,2016,1,353,579,.60967183,AZ
ASU,Management,2016,5,448,764,.58638746,AZ
ASU,Management,2016,10,,,,AZ
ASU,Management,2019,1,396,734,.53950953,AZ
ASU,Management,2019,5,,,,AZ
ASU,Management,2019,10,,,,AZ
ASU,Admin/Waste,2004,1,1107,1328,.83358431,AZ
ASU,Admin/Waste,2004,5,691,995,.69447237,AZ
ASU,Admin/Waste,2004,10,672,1007,.66732872,AZ
ASU,Admin/Waste,2007,1,321,426,.75352114,AZ
ASU,Admin/Waste,2007,5,321,502,.63944221,AZ
ASU,Admin/Waste,2007,10,261,404,.64603961,AZ
ASU,Admin/Waste,2010,1,1338,1696,.7889151,AZ
ASU,Admin/Waste,2010,5,1079,1618,.66687268,AZ
ASU,Admin/Waste,2010,10,912,1442,.63245493,AZ
ASU,Admin/Waste,2013,1,1664,2224,.74820143,AZ
ASU,Admin/Waste,2013,5,1167,1766,.66081542,AZ
ASU,Admin/Waste,2013,10,,,,AZ
ASU,Admin/Waste,2016,1,1709,2433,.702425,AZ
ASU,Admin/Waste,2016,5,1342,2206,.60834086,AZ
ASU,Admin/Waste,2016,10,,,,AZ
ASU,Admin/Waste,2019,1,1986,2968,.66913748,AZ
ASU,Admin/Waste,2019,5,,,,AZ
ASU,Admin/Waste,2019,10,,,,AZ
ASU,Education,2004,1,3788,4140,.91497582,AZ
ASU,Education,2004,5,3719,4458,.8342306,AZ
ASU,Education,2004,10,3197,4258,.75082201,AZ
ASU,Education,2007,1,986,1140,.86491227,AZ
ASU,Education,2007,5,1115,1436,.77646238,AZ
ASU,Education,2007,10,963,1344,.71651787,AZ
ASU,Education,2010,1,3296,3681,.89540887,AZ
ASU,Education,2010,5,3362,4338,.77501154,AZ
ASU,Education,2010,10,2964,4079,.72664869,AZ
ASU,Education,2013,1,3027,3626,.83480418,AZ
ASU,Education,2013,5,3077,4173,.73735923,AZ
ASU,Education,2013,10,,,,AZ
ASU,Education,2016,1,2909,3809,.76371753,AZ
ASU,Education,2016,5,2934,4537,.64668286,AZ
ASU,Education,2016,10,,,,AZ
ASU,Education,2019,1,3126,4407,.70932609,AZ
ASU,Education,2019,5,,,,AZ
ASU,Education,2019,10,,,,AZ
ASU,Health Care,2004,1,1907,2234,.85362577,AZ
ASU,Health Care,2004,5,1873,2554,.73335946,AZ
ASU,Health Care,2004,10,1878,2824,.66501415,AZ
ASU,Health Care,2007,1,802,949,.8451001,AZ
ASU,Health Care,2007,5,802,1140,.70350879,AZ
ASU,Health Care,2007,10,824,1269,.6493302,AZ
ASU,Health Care,2010,1,2614,3128,.83567774,AZ
ASU,Health Care,2010,5,2726,3768,.72346073,AZ
ASU,Health Care,2010,10,2866,4233,.6770612,AZ
ASU,Health Care,2013,1,3125,4061,.76951492,AZ
ASU,Health Care,2013,5,3499,5017,.69742876,AZ
ASU,Health Care,2013,10,,,,AZ
ASU,Health Care,2016,1,3350,4603,.72778624,AZ
ASU,Health Care,2016,5,3507,5387,.65101171,AZ
ASU,Health Care,2016,10,,,,AZ
ASU,Health Care,2019,1,4771,6794,.70223725,AZ
ASU,Health Care,2019,5,,,,AZ
ASU,Health Care,2019,10,,,,AZ
ASU,Arts/Entertainment,2004,1,341,439,.77676535,AZ
ASU,Arts/Entertainment,2004,5,250,362,.69060773,AZ
ASU,Arts/Entertainment,2004,10,221,351,.62962961,AZ
ASU,Arts/Entertainment,2007,1,97,123,.78861791,AZ
ASU,Arts/Entertainment,2007,5,76,134,.56716418,AZ
ASU,Arts/Entertainment,2007,10,67,103,.65048546,AZ
ASU,Arts/Entertainment,2010,1,395,517,.76402318,AZ
ASU,Arts/Entertainment,2010,5,299,469,.63752663,AZ
ASU,Arts/Entertainment,2010,10,214,387,.5529716,AZ
ASU,Arts/Entertainment,2013,1,430,606,.70957094,AZ
ASU,Arts/Entertainment,2013,5,305,540,.56481481,AZ
ASU,Arts/Entertainment,2013,10,,,,AZ
ASU,Arts/Entertainment,2016,1,495,774,.63953489,AZ
ASU,Arts/Entertainment,2016,5,326,626,.52076679,AZ
ASU,Arts/Entertainment,2016,10,,,,AZ
ASU,Arts/Entertainment,2019,1,420,686,.6122449,AZ
ASU,Arts/Entertainment,2019,5,,,,AZ
ASU,Arts/Entertainment,2019,10,,,,AZ
ASU,Food/Hospitality,2004,1,1019,1334,.76386809,AZ
ASU,Food/Hospitality,2004,5,463,850,.54470587,AZ
ASU,Food/Hospitality,2004,10,312,679,.45949927,AZ
ASU,Food/Hospitality,2007,1,459,609,.75369459,AZ
ASU,Food/Hospitality,2007,5,208,423,.49172577,AZ
ASU,Food/Hospitality,2007,10,127,269,.47211897,AZ
ASU,Food/Hospitality,2010,1,1398,1880,.743617,AZ
ASU,Food/Hospitality,2010,5,599,1167,.51328194,AZ
ASU,Food/Hospitality,2010,10,334,704,.47443181,AZ
ASU,Food/Hospitality,2013,1,1435,2023,.70934254,AZ
ASU,Food/Hospitality,2013,5,634,1181,.53683317,AZ
ASU,Food/Hospitality,2013,10,,,,AZ
ASU,Food/Hospitality,2016,1,1571,2939,.53453553,AZ
ASU,Food/Hospitality,2016,5,629,1403,.44832501,AZ
ASU,Food/Hospitality,2016,10,,,,AZ
ASU,Food/Hospitality,2019,1,1668,3796,.43940991,AZ
ASU,Food/Hospitality,2019,5,,,,AZ
ASU,Food/Hospitality,2019,10,,,,AZ
ASU,Other Services,2004,1,307,383,.8015666,AZ
ASU,Other Services,2004,5,256,388,.65979379,AZ
ASU,Other Services,2004,10,230,386,.59585494,AZ
ASU,Other Services,2007,1,96,130,.73846155,AZ
ASU,Other Services,2007,5,105,155,.67741936,AZ
ASU,Other Services,2007,10,91,154,.59090906,AZ
ASU,Other Services,2010,1,381,490,.777551,AZ
ASU,Other Services,2010,5,321,519,.61849713,AZ
ASU,Other Services,2010,10,305,512,.59570313,AZ
ASU,Other Services,2013,1,422,589,.71646857,AZ
ASU,Other Services,2013,5,383,595,.6436975,AZ
ASU,Other Services,2013,10,,,,AZ
ASU,Other Services,2016,1,427,658,.64893615,AZ
ASU,Other Services,2016,5,397,678,.58554572,AZ
ASU,Other Services,2016,10,,,,AZ
ASU,Other Services,2019,1,491,823,.59659779,AZ
ASU,Other Services,2019,5,,,,AZ
ASU,Other Services,2019,10,,,,AZ
ASU,Public Admin,2004,1,889,991,.89707369,AZ
ASU,Public Admin,2004,5,1051,1303,.80660015,AZ
ASU,Public Admin,2004,10,1042,1399,.74481773,AZ
ASU,Public Admin,2007,1,212,262,.80916029,AZ
ASU,Public Admin,2007,5,318,427,.74473065,AZ
ASU,Public Admin,2007,10,332,452,.73451328,AZ
ASU,Public Admin,2010,1,856,986,.86815417,AZ
ASU,Public Admin,2010,5,1216,1549,.78502262,AZ
ASU,Public Admin,2010,10,1151,1632,.70526963,AZ
